Id,age,education,income_from_investment_sources,losses_from_investment_sources,marital_status,native_country,number_of_years_of_education,occupation,race,relationship,sex,work_class,working_hours_per_week,earn_over_4k_euros_per_year
8413,15.915,90.0,0.0,0.0,,98.0,3.1831,85.0,101.0,49.0,,87.0,19.099,1
1659,,,0.0,0.0,61.0,91.0,4.138,85.0,,49.0,59.0,88.0,19.099,0
634,15.279,19.0,0.0,0.0,,98.0,3.5014,14.0,101.0,99.0,59.0,80.0,12.732,0
6194,,42.0,0.0,0.0,28.0,98.0,2.8648,85.0,101.0,68.0,59.0,88.0,12.732,0
258,5.4113,,0.0,0.0,65.0,64.0,0.95493,71.0,101.0,70.0,,80.0,15.279,0
3391,14.642,42.0,0.0,0.0,61.0,98.0,2.8648,,,103.0,37.0,80.0,12.732,0
3056,8.9127,19.0,0.0,0.0,28.0,98.0,3.5014,,15.0,68.0,59.0,,12.732,0
8058,18.462,42.0,,0.0,61.0,98.0,2.8648,14.0,101.0,49.0,,80.0,14.324,1
6846,6.3662,42.0,0.0,0.0,61.0,98.0,2.8648,44.0,101.0,49.0,59.0,80.0,15.279,0
2613,13.687,20.0,0.0,0.0,,98.0,4.138,82.0,101.0,99.0,37.0,57.0,15.279,0
1153,14.961,42.0,0.0,0.0,,,2.8648,26.0,21.0,49.0,,80.0,12.732,0
9128,16.87,,0.0,0.0,61.0,98.0,,34.0,101.0,49.0,59.0,80.0,,1
5672,7.3211,42.0,0.0,,28.0,,,79.0,101.0,99.0,37.0,80.0,12.732,0
6222,25.146,90.0,0.0,0.0,61.0,98.0,3.1831,14.0,101.0,,59.0,80.0,6.3662,0
8965,17.189,42.0,0.0,0.0,61.0,98.0,,14.0,101.0,,59.0,36.0,12.732,1
2865,7.9577,42.0,,0.0,65.0,98.0,2.8648,71.0,101.0,73.0,59.0,80.0,,0
8883,,90.0,0.0,,61.0,98.0,3.1831,14.0,,,37.0,80.0,12.732,1
5583,,90.0,0.0,0.0,,98.0,3.1831,71.0,101.0,,37.0,80.0,4.7746,0
9861,,42.0,,,,98.0,2.8648,44.0,101.0,49.0,59.0,80.0,12.732,1
2345,8.9127,90.0,0.0,,61.0,98.0,3.1831,85.0,101.0,,59.0,80.0,12.732,0
3528,,42.0,,,28.0,98.0,2.8648,82.0,101.0,,37.0,,12.096,0
4357,10.186,42.0,1293.6,0.0,61.0,98.0,,96.0,101.0,103.0,37.0,57.0,7.0028,0
909,8.9127,,0.0,0.0,61.0,98.0,,94.0,101.0,49.0,,80.0,,0
7220,19.735,,0.0,0.0,61.0,,,58.0,101.0,49.0,59.0,80.0,12.732,0
2351,16.552,20.0,0.0,,61.0,98.0,4.138,85.0,,49.0,59.0,87.0,19.099,0
8016,13.369,29.0,,0.0,61.0,,5.093,82.0,101.0,,59.0,80.0,14.324,1
5372,10.186,42.0,0.0,0.0,61.0,,,58.0,17.0,49.0,59.0,80.0,12.732,0
2473,13.687,,0.0,,28.0,98.0,,34.0,101.0,99.0,37.0,80.0,12.732,0
3000,15.279,63.0,0.0,0.0,28.0,98.0,4.4563,85.0,101.0,68.0,59.0,80.0,11.141,0
1689,7.0028,90.0,,0.0,65.0,98.0,3.1831,34.0,101.0,68.0,,36.0,12.732,0
760,14.961,42.0,0.0,,28.0,98.0,,14.0,,99.0,37.0,,,0
9689,,,0.0,0.0,61.0,98.0,4.7746,,101.0,49.0,59.0,80.0,11.459,1
7251,7.6394,19.0,0.0,0.0,,98.0,3.5014,94.0,,73.0,59.0,80.0,12.732,0
2677,17.825,,0.0,0.0,65.0,,,58.0,101.0,68.0,,,10.186,0
7916,12.096,,,0.0,,98.0,3.1831,34.0,101.0,99.0,59.0,80.0,12.732,0
3437,13.687,,0.0,0.0,61.0,98.0,1.9099,14.0,101.0,49.0,,80.0,12.732,0
8300,11.141,63.0,0.0,0.0,65.0,,,82.0,101.0,68.0,59.0,80.0,14.324,1
2797,13.051,42.0,,,28.0,98.0,2.8648,,101.0,73.0,,80.0,12.732,0
681,20.054,90.0,0.0,0.0,61.0,98.0,3.1831,14.0,101.0,49.0,59.0,80.0,4.7746,0
7660,,,0.0,0.0,61.0,98.0,3.1831,83.0,101.0,49.0,59.0,57.0,15.279,0
8773,14.006,42.0,0.0,0.0,,98.0,2.8648,,101.0,49.0,59.0,80.0,20.69,1
4458,20.372,8.0,0.0,0.0,65.0,98.0,1.5915,14.0,101.0,,59.0,57.0,12.732,0
6912,7.6394,2.0,,0.0,65.0,,1.9099,,101.0,68.0,59.0,57.0,12.732,0
8304,18.144,,0.0,,61.0,98.0,,85.0,101.0,49.0,59.0,80.0,15.915,1
10019,12.414,20.0,,,61.0,98.0,4.138,,101.0,49.0,59.0,80.0,12.732,1
7165,15.915,90.0,0.0,0.0,28.0,98.0,,14.0,21.0,68.0,37.0,57.0,12.732,0
8558,19.099,42.0,0.0,0.0,61.0,98.0,2.8648,,101.0,,37.0,80.0,12.732,1
2172,16.87,20.0,0.0,0.0,61.0,98.0,4.138,34.0,21.0,49.0,,,12.732,0
8232,12.414,20.0,,0.0,61.0,98.0,4.138,34.0,101.0,49.0,59.0,87.0,,1
6398,14.324,90.0,0.0,,65.0,,3.1831,26.0,101.0,68.0,37.0,80.0,25.465,0
1260,13.687,63.0,0.0,0.0,28.0,,4.4563,34.0,101.0,,59.0,80.0,15.915,0
536,17.189,90.0,,0.0,61.0,,3.1831,35.0,101.0,49.0,,57.0,12.732,0
3135,21.008,90.0,0.0,0.0,61.0,98.0,,14.0,,49.0,59.0,80.0,12.732,0
3999,14.006,90.0,0.0,0.0,,98.0,3.1831,85.0,,73.0,59.0,80.0,15.915,0
10196,,81.0,3348.6,0.0,,98.0,4.7746,82.0,101.0,68.0,59.0,57.0,12.732,1
9864,11.777,20.0,0.0,0.0,61.0,98.0,4.138,14.0,101.0,,59.0,80.0,15.915,1
4648,,42.0,0.0,,61.0,,2.8648,35.0,101.0,,59.0,80.0,22.282,0
8960,16.234,63.0,0.0,0.0,61.0,,4.4563,82.0,101.0,,59.0,57.0,19.099,1
6348,,42.0,0.0,0.0,65.0,98.0,,82.0,,99.0,37.0,80.0,8.9127,0
9771,,,0.0,,61.0,98.0,,34.0,101.0,103.0,37.0,80.0,12.732,1
2091,17.189,18.0,,0.0,102.0,98.0,,14.0,101.0,99.0,37.0,80.0,9.5493,0
5507,7.0028,42.0,0.0,,65.0,,2.8648,14.0,,,,36.0,12.732,0
8081,10.504,20.0,0.0,,61.0,98.0,4.138,,,49.0,59.0,80.0,12.732,1
3216,13.369,90.0,0.0,0.0,28.0,98.0,3.1831,26.0,,73.0,59.0,80.0,12.732,0
4171,8.9127,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,12.732,0
6562,18.78,63.0,0.0,,28.0,98.0,4.4563,82.0,,68.0,37.0,57.0,12.732,0
9588,19.417,19.0,0.0,0.0,61.0,98.0,3.5014,94.0,101.0,49.0,59.0,80.0,12.732,1
2238,8.5944,,0.0,0.0,,98.0,2.8648,26.0,101.0,73.0,,80.0,14.324,0
7889,7.3211,90.0,,0.0,65.0,84.0,3.1831,14.0,17.0,70.0,,80.0,4.4563,0
9789,11.459,6.0,2323.0,0.0,61.0,,0.95493,58.0,,49.0,59.0,80.0,12.732,1
7504,13.687,90.0,0.0,,65.0,98.0,3.1831,96.0,21.0,,59.0,88.0,9.5493,0
1551,6.3662,4.0,0.0,0.0,65.0,64.0,2.5465,14.0,101.0,,37.0,80.0,12.732,0
9457,,18.0,987.72,0.0,61.0,98.0,3.8197,85.0,101.0,,59.0,80.0,15.279,1
1424,21.645,90.0,0.0,0.0,102.0,98.0,3.1831,85.0,101.0,68.0,59.0,80.0,12.732,0
3993,7.3211,18.0,0.0,0.0,65.0,98.0,3.8197,82.0,101.0,73.0,59.0,80.0,12.732,0
530,5.7296,3.0,0.0,0.0,,98.0,,14.0,,,37.0,92.0,1.5915,0
2804,9.5493,8.0,0.0,0.0,61.0,98.0,1.5915,,101.0,49.0,,80.0,12.732,0
2033,17.825,20.0,0.0,,61.0,,,,101.0,,,,12.732,0
2465,,81.0,0.0,0.0,61.0,98.0,4.7746,14.0,101.0,,59.0,80.0,12.732,0
7964,5.7296,42.0,0.0,0.0,65.0,98.0,2.8648,58.0,101.0,68.0,,,9.5493,0
5471,11.141,7.0,,,28.0,98.0,,,101.0,99.0,37.0,,12.732,0
3269,11.141,,0.0,0.0,,,,35.0,101.0,49.0,,88.0,31.513,0
5406,16.552,90.0,0.0,0.0,28.0,98.0,3.1831,14.0,101.0,,37.0,57.0,12.732,0
4,,3.0,,0.0,,98.0,,44.0,,49.0,59.0,80.0,12.732,0
3632,12.732,,0.0,,61.0,,3.1831,82.0,101.0,49.0,,88.0,6.3662,0
3657,14.961,42.0,0.0,0.0,28.0,98.0,2.8648,71.0,21.0,99.0,59.0,,2.8648,0
5188,12.414,63.0,0.0,0.0,28.0,98.0,4.4563,82.0,101.0,99.0,37.0,57.0,,0
984,13.051,,0.0,0.0,61.0,98.0,3.8197,94.0,,49.0,59.0,80.0,12.732,0
7819,5.4113,2.0,0.0,0.0,65.0,98.0,1.9099,,,73.0,59.0,,12.732,0
6564,6.0479,,,0.0,65.0,98.0,,71.0,101.0,73.0,,,9.5493,0
5423,9.231,3.0,0.0,0.0,28.0,98.0,2.2282,58.0,101.0,99.0,37.0,80.0,12.732,0
6437,11.141,42.0,,0.0,65.0,98.0,2.8648,14.0,,,,36.0,12.732,0
5867,,90.0,652.54,,102.0,98.0,3.1831,14.0,101.0,68.0,37.0,80.0,7.6394,0
5977,9.5493,63.0,0.0,0.0,65.0,98.0,4.4563,82.0,101.0,68.0,37.0,57.0,12.732,0
6796,6.3662,90.0,,0.0,65.0,98.0,3.1831,14.0,101.0,73.0,,80.0,4.7746,0
10247,15.597,63.0,0.0,0.0,61.0,98.0,4.4563,34.0,,49.0,59.0,80.0,,1
5526,8.5944,42.0,0.0,0.0,89.0,98.0,2.8648,58.0,,73.0,,80.0,12.732,0
9675,11.459,42.0,0.0,0.0,61.0,98.0,2.8648,,101.0,,59.0,80.0,12.732,1
427,6.6845,42.0,0.0,0.0,65.0,98.0,2.8648,44.0,101.0,,59.0,80.0,11.459,0
9978,11.141,20.0,0.0,,61.0,98.0,4.138,85.0,101.0,,59.0,80.0,16.552,1
771,9.8676,42.0,0.0,0.0,65.0,,2.8648,71.0,,73.0,59.0,80.0,,0
7550,9.8676,,0.0,0.0,28.0,,3.1831,14.0,101.0,99.0,37.0,80.0,12.732,0
3642,7.9577,42.0,0.0,0.0,61.0,98.0,2.8648,,101.0,49.0,59.0,,12.732,0
6609,7.0028,90.0,0.0,0.0,65.0,98.0,3.1831,96.0,101.0,73.0,59.0,80.0,12.732,0
5000,,90.0,0.0,0.0,65.0,,3.1831,85.0,101.0,73.0,,80.0,,0
9914,21.008,90.0,0.0,580.92,61.0,98.0,,14.0,101.0,49.0,59.0,80.0,12.732,1
7915,8.2761,20.0,0.0,0.0,65.0,91.0,4.138,85.0,17.0,68.0,37.0,80.0,12.732,0
8673,12.414,,2741.9,0.0,,98.0,3.1831,,101.0,68.0,37.0,80.0,12.732,1
7527,,90.0,,0.0,,,3.1831,14.0,101.0,99.0,,80.0,12.096,0
5939,8.2761,90.0,,0.0,89.0,98.0,3.1831,85.0,21.0,,59.0,80.0,9.5493,0
812,13.051,19.0,0.0,,,98.0,3.5014,26.0,101.0,68.0,37.0,80.0,12.732,0
7433,,20.0,0.0,0.0,65.0,,4.138,85.0,101.0,73.0,37.0,80.0,,0
6693,6.3662,90.0,0.0,0.0,,,3.1831,35.0,101.0,73.0,59.0,80.0,,0
1557,21.008,42.0,0.0,0.0,102.0,98.0,2.8648,14.0,101.0,68.0,37.0,80.0,12.732,0
3529,9.5493,42.0,,,61.0,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,12.732,0
3382,11.777,20.0,0.0,0.0,65.0,,4.138,82.0,101.0,68.0,59.0,92.0,12.096,0
8106,19.099,42.0,0.0,0.0,61.0,98.0,2.8648,26.0,,49.0,59.0,80.0,12.732,1
4201,10.504,42.0,0.0,0.0,65.0,98.0,2.8648,58.0,101.0,68.0,,80.0,12.732,0
916,11.777,20.0,0.0,0.0,28.0,98.0,4.138,26.0,,68.0,59.0,,11.141,0
1553,6.3662,,0.0,0.0,65.0,98.0,3.1831,,101.0,,59.0,,10.186,0
631,14.961,,,0.0,61.0,53.0,2.8648,71.0,101.0,103.0,37.0,88.0,23.873,0
9232,10.186,63.0,0.0,0.0,,98.0,4.4563,82.0,101.0,49.0,59.0,,,1
6126,9.231,42.0,0.0,0.0,61.0,98.0,,,101.0,68.0,37.0,,8.5944,0
9111,13.369,42.0,0.0,,61.0,,2.8648,85.0,21.0,49.0,59.0,80.0,12.732,1
7575,10.504,18.0,0.0,0.0,28.0,98.0,3.8197,85.0,101.0,,37.0,80.0,14.324,0
2540,6.6845,90.0,0.0,0.0,,98.0,3.1831,26.0,101.0,49.0,59.0,80.0,,0
8594,11.459,90.0,2323.0,0.0,61.0,,3.1831,26.0,101.0,,59.0,80.0,14.006,1
847,,42.0,0.0,0.0,65.0,,2.8648,44.0,101.0,,59.0,,7.9577,0
10264,10.186,20.0,,0.0,61.0,98.0,4.138,34.0,,49.0,59.0,80.0,12.732,1
9715,14.961,42.0,2323.0,0.0,61.0,98.0,2.8648,85.0,101.0,49.0,59.0,,14.324,1
6787,5.7296,42.0,0.0,0.0,,98.0,2.8648,,101.0,99.0,37.0,,6.3662,0
8624,10.823,,0.0,0.0,65.0,98.0,2.8648,,101.0,68.0,59.0,88.0,14.324,1
5163,11.141,90.0,1293.6,0.0,,98.0,3.1831,26.0,,,59.0,80.0,11.141,0
903,,90.0,0.0,0.0,65.0,98.0,3.1831,34.0,21.0,73.0,37.0,36.0,12.732,0
7947,14.006,19.0,0.0,,28.0,,3.5014,96.0,101.0,68.0,59.0,80.0,12.732,0
407,8.9127,90.0,,0.0,61.0,98.0,3.1831,85.0,101.0,103.0,37.0,80.0,12.732,0
1849,9.231,90.0,0.0,0.0,89.0,98.0,3.1831,14.0,101.0,99.0,37.0,57.0,12.096,0
8465,9.8676,90.0,0.0,,,98.0,3.1831,34.0,101.0,49.0,59.0,80.0,20.69,1
537,,90.0,0.0,,65.0,98.0,3.1831,58.0,21.0,73.0,37.0,80.0,14.324,0
9368,15.597,90.0,0.0,,61.0,98.0,3.1831,96.0,101.0,49.0,,87.0,15.915,1
230,12.096,42.0,0.0,0.0,28.0,98.0,,85.0,101.0,68.0,59.0,80.0,25.465,0
3628,7.6394,42.0,0.0,0.0,65.0,,2.8648,,,73.0,59.0,80.0,9.5493,0
7052,6.0479,18.0,0.0,0.0,65.0,98.0,3.8197,,,,37.0,80.0,,0
2901,12.096,90.0,0.0,0.0,65.0,,3.1831,34.0,101.0,,,80.0,14.324,0
5573,19.099,42.0,0.0,0.0,61.0,,2.8648,34.0,21.0,49.0,59.0,,12.732,0
9003,18.78,42.0,0.0,,61.0,,2.8648,,101.0,49.0,,80.0,12.732,1
6382,9.231,,0.0,0.0,28.0,98.0,3.8197,82.0,101.0,68.0,,80.0,11.459,0
4275,14.324,63.0,,0.0,28.0,98.0,4.4563,83.0,101.0,68.0,59.0,92.0,,0
7483,6.3662,42.0,,0.0,65.0,98.0,2.8648,96.0,,68.0,,,12.732,0
9505,,90.0,0.0,0.0,,54.0,3.1831,94.0,21.0,49.0,59.0,80.0,12.732,1
195,,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,68.0,59.0,80.0,6.3662,0
9848,9.231,20.0,0.0,0.0,61.0,98.0,4.138,94.0,101.0,49.0,,,12.732,1
4799,7.6394,20.0,0.0,0.0,65.0,,,14.0,101.0,68.0,59.0,80.0,,0
391,18.462,90.0,,0.0,28.0,38.0,3.1831,71.0,101.0,99.0,37.0,80.0,13.369,0
8614,12.414,,,0.0,,30.0,2.8648,,,103.0,37.0,,17.189,1
3264,,42.0,,0.0,,,2.8648,35.0,101.0,99.0,59.0,80.0,9.5493,0
2786,,90.0,0.0,,61.0,98.0,3.1831,14.0,101.0,49.0,59.0,80.0,,0
7466,11.141,20.0,0.0,0.0,65.0,98.0,4.138,85.0,101.0,68.0,59.0,80.0,15.915,0
5345,,19.0,,0.0,65.0,98.0,3.5014,14.0,21.0,73.0,37.0,80.0,12.732,0
8638,10.823,20.0,2447.2,0.0,61.0,,4.138,82.0,,49.0,59.0,80.0,15.915,1
3964,15.915,,0.0,0.0,62.0,27.0,3.1831,,101.0,68.0,37.0,80.0,12.732,0
932,23.873,81.0,0.0,0.0,,,,82.0,101.0,49.0,59.0,88.0,11.141,0
9602,10.823,20.0,0.0,0.0,61.0,98.0,4.138,94.0,,49.0,59.0,80.0,,1
2355,,90.0,0.0,0.0,28.0,98.0,3.1831,14.0,,99.0,37.0,80.0,12.732,0
2924,20.054,42.0,,0.0,102.0,,2.8648,,101.0,68.0,37.0,80.0,7.9577,0
5274,,20.0,,0.0,,98.0,4.138,,101.0,68.0,37.0,80.0,12.732,0
8323,17.507,,0.0,0.0,61.0,98.0,3.1831,96.0,,49.0,59.0,80.0,,1
1848,12.414,42.0,0.0,0.0,,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,,0
6185,5.4113,3.0,,0.0,65.0,98.0,2.2282,85.0,101.0,73.0,,,6.3662,0
1896,20.69,,,0.0,61.0,98.0,1.2732,58.0,101.0,,59.0,80.0,12.732,0
5402,7.0028,18.0,0.0,0.0,65.0,98.0,3.8197,85.0,101.0,73.0,37.0,80.0,7.9577,0
4169,7.9577,20.0,0.0,0.0,61.0,98.0,4.138,85.0,101.0,49.0,,80.0,15.915,0
9991,,81.0,0.0,629.3,61.0,98.0,4.7746,82.0,101.0,49.0,59.0,92.0,22.282,1
5463,14.642,,0.0,0.0,89.0,98.0,2.8648,,21.0,73.0,37.0,80.0,12.732,0
4607,,19.0,0.0,0.0,61.0,98.0,3.5014,34.0,101.0,,59.0,88.0,,0
2377,7.6394,20.0,0.0,0.0,65.0,98.0,4.138,,101.0,68.0,59.0,92.0,4.7746,0
6390,8.9127,42.0,,,28.0,98.0,,44.0,101.0,73.0,59.0,80.0,12.732,0
3775,7.3211,90.0,0.0,0.0,65.0,98.0,3.1831,34.0,101.0,68.0,59.0,80.0,12.732,0
1484,9.8676,3.0,,0.0,89.0,98.0,2.2282,,,68.0,59.0,,,0
8274,14.642,42.0,0.0,0.0,61.0,98.0,,34.0,101.0,49.0,59.0,80.0,14.324,1
127,11.459,90.0,0.0,,28.0,64.0,3.1831,71.0,,99.0,37.0,80.0,,0
10432,8.9127,90.0,0.0,0.0,61.0,98.0,3.1831,94.0,101.0,,59.0,80.0,12.732,1
811,9.5493,4.0,0.0,0.0,61.0,98.0,2.5465,96.0,101.0,49.0,59.0,88.0,23.873,0
7166,18.462,7.0,0.0,0.0,28.0,98.0,1.2732,58.0,101.0,73.0,,80.0,12.732,0
4916,,,,0.0,61.0,98.0,2.8648,96.0,101.0,49.0,59.0,80.0,10.504,0
9547,,90.0,,0.0,,98.0,3.1831,82.0,,68.0,59.0,92.0,12.732,1
6969,,90.0,,0.0,61.0,98.0,,26.0,101.0,49.0,59.0,80.0,12.732,0
1610,17.189,63.0,0.0,0.0,102.0,98.0,4.4563,82.0,101.0,,37.0,57.0,,0
6585,7.3211,20.0,0.0,0.0,61.0,98.0,,94.0,,49.0,59.0,92.0,12.096,0
3526,9.8676,42.0,0.0,0.0,65.0,98.0,,85.0,17.0,73.0,37.0,,12.732,0
8280,7.9577,63.0,0.0,0.0,61.0,98.0,4.4563,35.0,101.0,68.0,,80.0,31.513,1
2359,14.006,42.0,0.0,0.0,61.0,98.0,2.8648,14.0,101.0,49.0,59.0,92.0,12.732,0
1985,,42.0,0.0,0.0,65.0,98.0,2.8648,71.0,101.0,,37.0,,12.732,0
6895,16.87,90.0,0.0,0.0,89.0,98.0,3.1831,14.0,101.0,,37.0,80.0,12.732,0
3839,12.414,42.0,,0.0,61.0,98.0,2.8648,26.0,,49.0,59.0,80.0,12.732,0
6428,12.732,42.0,0.0,,61.0,98.0,2.8648,94.0,101.0,49.0,59.0,80.0,12.732,0
218,15.915,90.0,,0.0,28.0,98.0,3.1831,71.0,101.0,68.0,59.0,80.0,,0
9516,13.687,20.0,0.0,0.0,61.0,98.0,4.138,26.0,101.0,,59.0,80.0,,1
2641,8.2761,42.0,0.0,0.0,65.0,,2.8648,14.0,,73.0,37.0,,12.732,0
9829,,42.0,,588.24,61.0,98.0,2.8648,,101.0,49.0,59.0,,,1
115,10.823,42.0,,0.0,,98.0,2.8648,14.0,101.0,,37.0,80.0,12.732,0
6958,6.0479,42.0,0.0,0.0,65.0,98.0,,,69.0,68.0,,,9.5493,0
4291,,20.0,,0.0,28.0,,,82.0,101.0,68.0,37.0,92.0,12.732,0
8518,9.8676,,0.0,,61.0,98.0,2.8648,14.0,,103.0,37.0,36.0,12.732,1
7358,14.961,90.0,,,28.0,98.0,3.1831,96.0,101.0,99.0,59.0,80.0,12.732,0
7237,,3.0,0.0,0.0,28.0,98.0,2.2282,71.0,101.0,68.0,,80.0,10.823,0
2037,8.5944,42.0,0.0,,61.0,98.0,2.8648,44.0,101.0,70.0,,,,0
5286,14.961,42.0,0.0,0.0,28.0,46.0,2.8648,14.0,101.0,99.0,59.0,80.0,12.732,0
9643,18.78,42.0,0.0,605.43,61.0,98.0,2.8648,34.0,,49.0,59.0,88.0,16.552,1
10431,17.189,20.0,4782.3,0.0,61.0,91.0,4.138,34.0,17.0,,59.0,,19.099,1
6758,11.459,7.0,0.0,0.0,,98.0,1.2732,35.0,101.0,73.0,,88.0,23.873,0
9567,16.87,6.0,0.0,0.0,61.0,,,85.0,101.0,49.0,59.0,87.0,12.732,1
3372,17.825,2.0,0.0,0.0,28.0,98.0,1.9099,26.0,101.0,,59.0,80.0,17.825,0
6918,7.6394,42.0,0.0,0.0,,,,,101.0,68.0,59.0,80.0,12.732,0
9439,13.051,90.0,0.0,0.0,61.0,,,14.0,101.0,103.0,37.0,80.0,10.186,1
5546,21.008,42.0,0.0,0.0,61.0,98.0,2.8648,,101.0,,37.0,,,0
4784,11.141,90.0,0.0,0.0,65.0,98.0,3.1831,34.0,,68.0,59.0,80.0,19.099,0
2137,8.9127,,0.0,0.0,28.0,98.0,1.9099,,101.0,68.0,37.0,80.0,12.732,0
2293,13.369,42.0,0.0,0.0,28.0,98.0,2.8648,,101.0,73.0,37.0,80.0,12.732,0
46,9.5493,20.0,766.17,0.0,61.0,98.0,4.138,85.0,,,59.0,80.0,12.732,0
1573,11.141,90.0,0.0,0.0,28.0,98.0,3.1831,85.0,101.0,68.0,59.0,80.0,15.915,0
5062,16.234,42.0,0.0,0.0,61.0,98.0,2.8648,58.0,101.0,49.0,59.0,,12.732,0
5016,13.687,90.0,0.0,0.0,89.0,98.0,3.1831,85.0,101.0,99.0,,80.0,,0
9122,14.642,18.0,0.0,0.0,,98.0,3.8197,26.0,101.0,49.0,59.0,80.0,12.732,1
5697,7.0028,,0.0,0.0,,98.0,,96.0,101.0,68.0,59.0,80.0,12.732,0
9735,9.5493,90.0,0.0,0.0,61.0,98.0,3.1831,58.0,,49.0,59.0,80.0,12.732,1
6934,9.231,42.0,,0.0,62.0,,2.8648,,101.0,68.0,59.0,80.0,12.732,0
6554,9.8676,90.0,0.0,0.0,,98.0,3.1831,14.0,101.0,68.0,,80.0,12.732,0
3186,15.279,,,0.0,,,2.8648,58.0,101.0,68.0,37.0,80.0,3.1831,0
9372,16.234,,0.0,0.0,61.0,98.0,4.4563,34.0,,49.0,59.0,80.0,15.915,1
5505,8.5944,20.0,0.0,,65.0,98.0,4.138,94.0,101.0,,59.0,80.0,12.732,0
7223,5.7296,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,,,37.0,80.0,12.732,0
5937,8.9127,42.0,,0.0,,,2.8648,71.0,101.0,,59.0,80.0,9.5493,0
30,,8.0,0.0,,61.0,,1.5915,58.0,101.0,,59.0,80.0,13.687,0
1514,8.5944,20.0,0.0,0.0,65.0,98.0,4.138,82.0,101.0,68.0,37.0,57.0,12.732,0
9932,18.144,6.0,2323.0,0.0,61.0,98.0,0.95493,,101.0,49.0,59.0,,,1
2092,9.5493,90.0,0.0,,61.0,98.0,3.1831,85.0,101.0,49.0,59.0,80.0,,0
7590,9.231,90.0,0.0,0.0,,98.0,3.1831,71.0,15.0,103.0,37.0,80.0,12.732,0
482,,42.0,0.0,,61.0,98.0,2.8648,96.0,,49.0,59.0,,14.324,0
325,10.504,2.0,0.0,0.0,65.0,98.0,,26.0,101.0,99.0,37.0,80.0,,0
4502,10.823,90.0,0.0,553.86,,98.0,3.1831,26.0,101.0,49.0,59.0,57.0,12.732,0
9453,12.096,,0.0,,61.0,55.0,4.138,34.0,17.0,49.0,59.0,80.0,15.915,1
3620,9.5493,18.0,,,65.0,98.0,3.8197,94.0,101.0,68.0,,,12.732,0
4572,7.9577,90.0,0.0,0.0,,76.0,3.1831,71.0,101.0,73.0,,80.0,12.732,0
8717,21.327,20.0,0.0,761.4,,98.0,4.138,34.0,101.0,,59.0,87.0,23.873,1
2576,12.414,18.0,,,28.0,98.0,,,101.0,68.0,59.0,57.0,,0
5090,,,,0.0,61.0,54.0,2.5465,96.0,21.0,49.0,59.0,,,0
6389,14.324,42.0,0.0,0.0,61.0,98.0,2.8648,26.0,101.0,49.0,59.0,80.0,14.324,0
8072,9.8676,42.0,0.0,,61.0,,2.8648,,101.0,49.0,,80.0,14.324,1
10285,,63.0,0.0,0.0,28.0,98.0,4.4563,,21.0,68.0,37.0,57.0,12.732,1
445,7.6394,42.0,,0.0,65.0,98.0,2.8648,26.0,101.0,,59.0,80.0,,0
1888,14.961,42.0,1254.8,0.0,61.0,,2.8648,,,49.0,59.0,,,0
3190,17.189,7.0,0.0,0.0,65.0,98.0,1.2732,,101.0,68.0,37.0,,,0
3191,9.5493,42.0,0.0,0.0,65.0,98.0,2.8648,,101.0,73.0,,80.0,14.006,0
3039,8.2761,42.0,0.0,0.0,,98.0,2.8648,71.0,101.0,68.0,37.0,80.0,3.8197,0
9300,,20.0,0.0,0.0,61.0,,,85.0,101.0,49.0,59.0,87.0,,1
3675,9.8676,,,0.0,89.0,,4.138,34.0,101.0,68.0,,80.0,22.282,0
7879,14.642,42.0,,,28.0,98.0,2.8648,14.0,101.0,68.0,37.0,80.0,,0
3222,21.645,20.0,0.0,0.0,61.0,98.0,,85.0,101.0,,59.0,80.0,9.5493,0
6334,,90.0,0.0,0.0,65.0,98.0,3.1831,14.0,101.0,,59.0,80.0,9.5493,0
3488,14.006,3.0,,0.0,89.0,98.0,2.2282,71.0,,99.0,37.0,,,0
9951,18.78,90.0,0.0,0.0,61.0,98.0,3.1831,34.0,101.0,49.0,59.0,80.0,12.732,1
1603,9.8676,,,0.0,65.0,,2.8648,14.0,,68.0,,80.0,12.732,0
5956,,90.0,0.0,0.0,102.0,98.0,3.1831,34.0,101.0,68.0,37.0,80.0,3.8197,0
1038,19.417,42.0,0.0,,61.0,98.0,,,101.0,,59.0,,1.9099,0
17,18.78,42.0,0.0,0.0,28.0,98.0,2.8648,94.0,101.0,99.0,37.0,,12.732,0
1930,,90.0,0.0,,65.0,98.0,,85.0,,73.0,59.0,80.0,9.5493,0
5158,20.372,,,0.0,,,3.1831,,101.0,49.0,,,6.3662,0
8972,16.87,63.0,,0.0,61.0,,4.4563,34.0,101.0,49.0,59.0,80.0,15.279,1
6292,8.9127,42.0,0.0,0.0,,98.0,,35.0,101.0,99.0,37.0,,,0
6961,7.3211,3.0,0.0,,61.0,98.0,2.2282,34.0,101.0,49.0,59.0,80.0,,0
1309,12.096,20.0,0.0,0.0,65.0,98.0,4.138,14.0,101.0,73.0,37.0,,,0
